name,wiki_url,constituency,exclude,party,brex_cat,brex_cat_lab,brex_cat_source,brex_cat_notes,brex_cat_link,delay_bill,may_bill,benn_bill,nodeal_bill
Madeleine Moon,https://en.wikipedia.org/wiki/Madeleine_Moon,Bridgend,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Margaret Hodge,https://en.wikipedia.org/wiki/Margaret_Hodge,Barking,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Maria Eagle,https://en.wikipedia.org/wiki/Maria_Eagle,Garston and Halewood,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Mary Creagh,https://en.wikipedia.org/wiki/Mary_Creagh,Wakefield,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Matt Western,https://en.wikipedia.org/wiki/Matt_Western,Warwick and Leamington,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Pat McFadden,https://en.wikipedia.org/wiki/Pat_McFadden_(British_politician),Wolverhampton South East,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Paul Williams,https://en.wikipedia.org/wiki/Paul_Williams_(Labour_politician),Stockton South,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Peter Kyle,https://en.wikipedia.org/wiki/Peter_Kyle_(politician),Hove,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Phil Wilson,https://en.wikipedia.org/wiki/Phil_Wilson_(British_politician),Sedgefield,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Rachel Reeves,https://en.wikipedia.org/wiki/Rachel_Reeves,Leeds West,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,NA,0,1,0
Roberta Blackman-Woods,https://en.wikipedia.org/wiki/Roberta_Blackman-Woods,City of Durham,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Rupa Huq,https://en.wikipedia.org/wiki/Rupa_Huq,Ealing Central and Acton,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Rushanara Ali,https://en.wikipedia.org/wiki/Rushanara_Ali,Bethnal Green and Bow,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Ruth Cadbury,https://en.wikipedia.org/wiki/Ruth_Cadbury,Brentford and Isleworth,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,NA,0,1,0
Stephen Morgan,https://en.wikipedia.org/wiki/Stephen_Morgan_(U.K._politician),Portsmouth South,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Stephen Timms,https://en.wikipedia.org/wiki/Stephen_Timms,East Ham,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Susan Elan Jones,https://en.wikipedia.org/wiki/Susan_Elan_Jones,Clwyd South,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Wes Streeting,https://en.wikipedia.org/wiki/Wes_Streeting,Ilford North,0,Labour,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Angela Eagle,https://en.wikipedia.org/wiki/Angela_Eagle,Wallasey,0,Labour,1,Revoke/2nd Ref,"Speaking at a fringe event at the Labour party’s conference in Liverpool, Eagle said it was “right” that the public should vote on the terms of Britain’s exit from the EU. “Once the terms of the divorce have been established, it’s only right that it is put to the British public”, she said.",NA,https://www.huffingtonpost.co.uk/entry/angela-eagle-says-a-second-referendum-is-only-right_uk_57e7ce70e4b004d4d862ee2f,1,0,1,0
Keir Starmer,https://en.wikipedia.org/wiki/Sir_Keir_Starmer,Holborn and St Pancras,0,Labour,1,Revoke/2nd Ref,"Starmer said that if the prime minister succeeded in getting an agreement, Labour would demand it was put to the public in a referendum.",Favours any deal being put to a public referendum,https://www.theguardian.com/politics/2019/oct/12/keir-starmer-labour-will-prevent-no-deal-brexit-whatever-it-takes,1,0,1,0
John Healey,https://en.wikipedia.org/wiki/John_Healey_(politician),Wentworth and Dearne,0,Labour,1,Revoke/2nd Ref,"Step 1 – take ""no deal"" Brexit off the table; which we’ve done. Step 2 – in Government, strike a better Brexit deal, which we know is there to be done given the EU chief negotiator has already said the EU would “respond favourably� if the UK shifts to the sort of deal Labour have proposed. Step 3 – put that deal to the people for their final say: leaving the EU with a credible properly negotiated deal vs remain and both protecting jobs.'",Wants no deal off the table then a second referendum on any deal vs remain,http://www.johnhealeymp.co.uk/brexit-update-2/,1,0,1,0
Steve Pound,https://en.wikipedia.org/wiki/Stephen_Pound,Ealing North,0,Labour,1,Revoke/2nd Ref,Stephen Pound backs Open Britain's campaign for ',NA,https://www.independent.co.uk/news/uk/politics/jeremy-corbyn-brexit-stephen-pound-labour-peoples-vote-second-referendum-a8402751.html,1,0,1,0
Keith Vaz,https://en.wikipedia.org/wiki/Keith_Vaz,Leicester East,0,Labour,1,Revoke/2nd Ref,Supported public vote and revoking article 50 in ndicative votes.,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
Shabana Mahmood,https://en.wikipedia.org/wiki/Shabana_Mahmood,"Birmingham, Ladywood",0,Labour,1,Revoke/2nd Ref,Supported public vote and revoking article 50 in ndicative votes.,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
Teresa Pearce,https://en.wikipedia.org/wiki/Teresa_Pearce,Erith and Thamesmead,0,Labour,1,Revoke/2nd Ref,Supported public vote and revoking article 50 in ndicative votes.,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
Martin Whitfield,https://en.wikipedia.org/wiki/Martin_Whitfield,East Lothian,0,Labour,1,Revoke/2nd Ref,"The only democratic way to solve this crisis is with a People’s Vote. When that comes, I will be campaigning to keep the best deal we already have – remaining a member of the EU.",NA,https://www.scotsman.com/news/politics/scottish-independence/why-boris-johnsons-deal-gateway-catastrophic-hard-brexit-martin-whitfield-mp-1404884,1,0,1,0
Andy McDonald,https://en.wikipedia.org/wiki/Andy_McDonald_(politician),Middlesbrough,0,Labour,1,Revoke/2nd Ref,The Shadow Transport Secretary said Britain was “looking down the barrel” of a no-deal Brexit and the only alternative was continued membership of the bloc. But he also insisted that any Brexit deal agreed by parliament must be put back to the people.',In favour of second referendum,https://www.politicshome.com/news/uk/political-parties/labour-party/jeremy-corbyn/news/104401/frontbench-jeremy-corbyn-ally-says,1,0,1,0
Liz Twist,https://en.wikipedia.org/wiki/Liz_Twist,Blaydon,0,Labour,1,Revoke/2nd Ref,"Twist supported the United Kingdom (UK) remaining within the European Union (EU) in the 2016 UK EU membership referendum. In the indicative votes on 27 March 2019, she voted for a referendum on a Brexit withdrawal agreement, for the Norway-plus model, and for a customs union with the EU.[13]",NA,https://en.wikipedia.org/wiki/Liz_Twist; https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
John Martin McDonnell,https://en.wikipedia.org/wiki/John_McDonnell_(politician),Hayes and Harlington,0,Labour,1,Revoke/2nd Ref,"UKICE: When did you start to become convinced that backing a referendum was possibly the best option for Labour?,  JM: I can’t remember the exact date, but it was soon after the Labour Party Conference 2018, I think it was. I started meeting Alastair Campbell and others, just to talk through where they were at, where they were going to. I was quite open about it; it was up in my office on the Leaders’ floor. They were quite helpful in terms of providing support on different positions, and at the same time, they were extremely helpful in fanning down the flames that Chuka Umunna and others were setting alight in the various bush fires within the PLP and within the Party. So, I think fairly soon after that. It was then a matter of seeing how we could first of all, allow me to lean towards the People’s Vote position much more publicly as we went on, so that we could steady the ship within our own Party and within the PLP.",NA,https://ukandeu.ac.uk/brexit-witness-archive/john-mcdonnell/,NA,0,1,0
Hilary Benn,https://en.wikipedia.org/wiki/Hilary_Benn,Leeds Central,0,Labour,1,Revoke/2nd Ref,"We know, to use the technical term, that Brexit is a complete and utter mess. I have never spoken on a People’s Vote platform before, but I too have come to the conclusion that the only way out of this mess is now to give the people a final say.",Calling for people's vote.,https://www.theguardian.com/politics/2019/jun/22/hilary-benn-calls-on-labour-to-back-brexit-second-referendum-loud-and-clear,1,0,1,0
Clive Lewis,https://en.wikipedia.org/wiki/Clive_Lewis_(politician),Norwich South,0,Labour,1,Revoke/2nd Ref,"We want a confirmatory vote on Brexit because it’s the democratic thing to do. But we also demand it because it’s our chance to end this nightmare. Now is the time to talk openly about our values, campaign vigorously to Remain and put forward our positive vision for Britain in Europe. We need a vision for a more equal, radically sustainable country.'",Wants second referendum,https://www.politicshome.com/news/uk/foreign-affairs/brexit/opinion/house-commons/104787/clive-lewis-mp-confirmatory-brexit-vote,1,0,1,0
Paul Blomfield,https://en.wikipedia.org/wiki/Paul_Blomfield,Sheffield Central,0,Labour,1,Revoke/2nd Ref,"You can find the entire debate for the Bill here and here, including my speeches at Second Reading and Committee Stage. Below is a clip of my Second Reading speech, where I explained our support for the Bill to prevent us crashing out of the EU without a deal and to ensure Parliament has oversight of requests to extend Article 50. I also reiterated our support for a confirmatory public vote between a credible leave option and remaining in the EU.; It was clear to me that Labour was punished for the ambiguity around our support for a referendum, so I was pleased that on 9th July 2019 the Shadow Cabinet removed any doubt around our support for a further public vote in which we would campaign to remain.",NA,https://www.paulblomfield.co.uk/news/2019/04/04/stopping-no-deal-brexit-and-extending-article-50/; https://www.paulblomfield.co.uk/european_union/,1,0,1,0
Luke Pollard,https://en.wikipedia.org/wiki/Luke_Pollard,"Plymouth, Sutton and Devonport",0,Labour Co-operative,1,Revoke/2nd Ref,A public vote is the only way to break the Brexit deadlock. I won’t vote for a deal that doesn’t include a public vote.,NA,https://twitter.com/lukepollard/status/1127827723685113856?lang=de,1,0,1,0
Jon Ashworth,https://en.wikipedia.org/wiki/Jon_Ashworth,Leicester South,0,Labour Co-operative,1,Revoke/2nd Ref,"A second referendum is the most likely outcome of the Brexit stalemate, one of Jeremy Corbyn’s most senior shadow ministers has said. A day after the Labour leader moved closer than ever towards backing a referendum on any deal, Jonathan Ashworth, the shadow health secretary, said that a fresh vote was “very likely”.; “It is scandalous that by stubbornly refusing to rule out No Deal, Boris Johnson is putting patients’ health and lives at risk.”","Against no deal, favours second referendum",https://www.thetimes.co.uk/article/second-referendum-likely-says-corbyn-frontbencher-jonathan-ashworth-j7nmswhvf; https://labour.org.uk/press/devastating-impact-no-deal-brexit-nhs-jon-ashworth/; https://twitter.com/JonAshworth/status/1133061103922176000; https://twitter.com/jonashworth/status/1110984521246220296,1,0,1,0
Rachael Maskell,https://en.wikipedia.org/wiki/Rachael_Maskell,York Central,0,Labour Co-operative,1,Revoke/2nd Ref,‘I back a second Brexit referendum’ – York MP Rachael Maskell,NA,https://yorkmix.com/i-back-a-second-brexit-referendum-york-mp-rachael-maskell/,1,0,1,0
Steve Reed,https://en.wikipedia.org/wiki/Steve_Reed_(politician),Croydon North,0,Labour Co-operative,1,Revoke/2nd Ref,"But that isn’t the real choice. The Government has no majority, so what happens next will be a matter for Parliament. The Labour Party agreed that if the deal failed the six tests and if a general election wasn’t possible, we would keep all options on the table including a public vote with remain as an option. Cabinet is split, Parliament is deadlocked, and a snap election is not possible under the Fixed Term Parliaments Act without Tory support.",NA,https://www.standard.co.uk/comment/steve-reed-mp-we-must-let-the-country-take-back-control-and-decide-with-people-s-vote-a3995906.html,1,0,1,0
Preet Gill,https://en.wikipedia.org/wiki/Preet_Gill,"Birmingham, Edgbaston",0,Labour Co-operative,1,Revoke/2nd Ref,"In these circumstances, we must let the people take back control of Brexit and decide our country’s future through a People’s Vote.",NA,https://www.birminghammail.co.uk/news/midlands-news/birmingham-mp-preet-kaur-gill-15943548,NA,NA,NA,NA
Stella Creasy,https://en.wikipedia.org/wiki/Stella_Creasy,Walthamstow,0,Labour Co-operative,1,Revoke/2nd Ref,"LABOUR MP and People’s Vote campaigner Stella Creasy has been ridiculed by Brexit supporters after she claimed that a second referendum would not betray their vote in 2016.; Labour whipped its MPs to abstain on a second referendum, and 202 of them did. But 24 Labour MPs voted for one anyway, including David Lammy, Owen Smith, Jo Stevens and Stella Creasy.  But 24 Labour MPs voted for one anyway, including David Lammy, Owen Smith, Jo Stevens and Stella Creasy.",In favour of people's vote,https://www.express.co.uk/news/uk/1104342/Stella-Creasy-Brexit-vote-latest-People-s-March-second-referendum; https://www.mirror.co.uk/news/politics/brexit-how-mp-vote-second-14136317,1,0,1,0
Meg Hillier,https://en.wikipedia.org/wiki/Meg_Hillier,Hackney South and Shoreditch,0,Labour Co-operative,1,Revoke/2nd Ref,Local Labour MP Meg Hillier has revealed she has “no intention” of leaving the party in the wake of recent defections – but hinted that she could break with its current policy and back a second referendum if the chance arises next week.,NA,https://www.hackneycitizen.co.uk/2019/02/22/labour-meg-hillier-rules-out-defection-reveals-hope-second-referendum-vote/,1,0,1,0
Alex Sobel,https://en.wikipedia.org/wiki/Alex_Sobel,Leeds North West,0,Labour Co-operative,1,Revoke/2nd Ref,Voted Aye on Delay Withdrawal to Enable a Further Referendum on Withdrawal to be Held,,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allpossible,NA,0,1,0
Anna Turley,https://en.wikipedia.org/wiki/Anna_Turley,Redcar,0,Labour Co-operative,1,Revoke/2nd Ref,"Supporter of people's vote, voted for Revoke in indicative votes.",,https://www.chroniclelive.co.uk/news/news-opinion/brexit-remain-peoples-vote-referendum-15411908  https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Barry Sheerman,https://en.wikipedia.org/wiki/Barry_Sheerman,Huddersfield,0,Labour Co-operative,1,Revoke/2nd Ref,"Supporter of people's vote, voted for Revoke in indicative votes.",,https://twitter.com/BarrySheerman/status/1123254493372735489?ref_src=twsrc%5Etfw https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
David Drew,https://en.wikipedia.org/wiki/David_Drew_(politician),Stroud,0,Labour Co-operative,1,Revoke/2nd Ref,"Supporter of people's vote, voted for Revoke in indicative votes.",,https://www.stroudnewsandjournal.co.uk/news/17913883.david-drew-reiterates-need-second-referendum/   https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,NA,0,1,0
Gareth Thomas,https://en.wikipedia.org/wiki/Gareth_Thomas_(English_politician),Harrow West,0,Labour Co-operative,1,Revoke/2nd Ref,Voted Aye on Delay Withdrawal to Enable a Further Referendum on Withdrawal to be Held,,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allpossible,1,0,1,0
Gavin Shuker,https://en.wikipedia.org/wiki/Gavin_Shuker,Luton South,0,Labour Co-operative,1,Revoke/2nd Ref,"Early proponent of second referendum, left Labour and joined TIG",,https://www.lbc.co.uk/radio/presenters/iain-dale/labour-mp-second-referendum-no-deal-brexit/,1,0,1,0
Ged Killen,https://en.wikipedia.org/wiki/Gerard_Killen,Rutherglen and Hamilton West,0,Labour Co-operative,1,Revoke/2nd Ref,Voted Aye on Delay Withdrawal to Enable a Further Referendum on Withdrawal to be Held,,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allpossible,1,0,1,0
Geraint Davies,https://en.wikipedia.org/wiki/Geraint_Davies_(Labour_politician),Swansea West,0,Labour Co-operative,1,Revoke/2nd Ref,Voted Aye on Delay Withdrawal to Enable a Further Referendum on Withdrawal to be Held,,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allpossible,1,0,1,0
Chris Leslie,https://en.wikipedia.org/wiki/Chris_Leslie_(politician),Nottingham East,0,Labour Co-operative,1,Revoke/2nd Ref,One of the seven MPs breaking away from the Labour Party has in part blamed Jeremy Corbyn’s unwillingness to campaign for a Final Say on Brexit for the group’s resignations.,Favours second referendum with a 'remain' option,https://www.independent.co.uk/news/uk/politics/independent-group-chris-leslie-brexit-referendum-labour-mp-resign-final-say-a8784566.html;,1,0,1,0
Lloyd Russell-Moyle,https://en.wikipedia.org/wiki/Lloyd_Russell-Moyle,Brighton Kemptown,0,Labour Co-operative,1,Revoke/2nd Ref,"Russell-Moyle was involved in a physical altercation on 21 March 2019 whilst out showing support for demonstrators leafleting for 'The People's March', a demonstration in support of the People's Vote campaign",NA,https://en.wikipedia.org/wiki/Lloyd_Russell-Moyle; https://twitter.com/lloyd_rm/status/1108786423379972097/,1,0,1,0
Louise Ellman,https://en.wikipedia.org/wiki/Louise_Ellman,Liverpool Riverside,0,Labour Co-operative,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Seema Malhotra,https://en.wikipedia.org/wiki/Seema_Malhotra,Feltham and Heston,0,Labour Co-operative,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Stephen Doughty,https://en.wikipedia.org/wiki/Stephen_Doughty,Cardiff South and Penarth,0,Labour Co-operative,1,Revoke/2nd Ref,"Signed open letter calling for peoples vote, We must try and remove this Government from office as soon as possible. But the removal of the Government and pushing for a General Election may prove impossible, so we must join Trade Unions, our members and a majority of our constituents by then unequivocally backing the only logical option to help our country move forward: putting the decision back to the people for a final say, in a public vote, with the option to stay and keep the deal that we have.Defeat of the Tory deal in a public vote would give us all a chance to campaign for the antiausterity policies and a Labour government that deals with the true causes of the Brexit vote, and a reformed Europe that works for all people.",NA,https://www.mirror.co.uk/news/politics/breaking-brexit-71-labour-mps-13863487,1,0,1,0
Mark Hendrick,https://en.wikipedia.org/wiki/Mark_Hendrick,Preston,0,Labour Co-operative,1,Revoke/2nd Ref,Supported public vote and revoking article 50 in ndicative votes.,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
